AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
경기 안성시,83630,[경기 안성] 안성팜랜드,경기 안성시 공도읍 대신두길 28,20240131
경기 안성시,85395,[경기 안성] 안성팜랜드 주중권(~6/30),경기 안성시 공도읍 대신두길 28,20240131
경기 안성시,85397,[경기 안성] 안성팜랜드 주말/공휴일권(~6/30),경기 안성시 공도읍 대신두길 28,20240131
경기 안성시,86775,[경기] 안성팜랜드 주말/공휴일권 (~8/28),경기 안성시 공도읍 대신두길 28,20240131
경기 안성시,87563,[경기 안성] 안성팜랜드 주중권(~8/28),경기 안성시 공도읍 대신두길 28,20240131
경기 안성시,88538,[경기 안성] 안성팜랜드 9월,경기 안성시 공도읍 대신두길 28,20240131
경기 안양,10019128,[경기 안양] 슈퍼윙스 키즈카페 안양점,대한민국 경기도 안양시 동안구 관악대로 103,20240131
경기 안양,10026320,[경기 안양] 바운스+째깍섬 안양센터/키즈카페,대한민국 경기도 안양시 만안구 덕천로152번길,20240131
경기 안양,10028753,[경기 안양] 미스터힐링 힐링카페 평촌범계역점,대한민국 경기도 안양시 동안구 시민대로 180,20240131
경기 안양,10033078,[경기 안양] 바운스+째깍섬 안양센터/키즈카페(7/21~),대한민국 경기도 안양시 만안구 덕천로152번길,20240131
경기 안양,10037872,[경기 안양] 바운스+째깍섬 안양센터/키즈카페(8/16~),대한민국 경기도 안양시 만안구 덕천로152번길,20240131
경기 안양시,32147,[경기 안양] VR GO : VR체험,경기 안양시 만안구 안양로304번길 23,20240131
경기 안양시,37297,[경기 안양] 아이존팝 안양1번가점,경기 안양시 만안구 장내로143번길 37,20240131
경기 안양시,39682,[경기 안양] 엔젤하우스 아기수영장 + 베이비카페,경기 안양시 동안구 시민대로 312,20240131
경기 안양시,40317,[경기 안양] 오디세이 VR파크 : 안양지점,경기 안양시 만안구 안양로 311,20240131
경기 안양시,41979,[경기 안양] 미스터힐링 : 힐링카페,경기 안양시 만안구 만안로 244,20240131
경기 안양시,42430,[경기 안양] 아이존팝 안양1번가점(키덜트),경기 안양시 만안구 장내로143번길 37,20240131
경기 안양시,46922,[경기 안양] VR GO : VR 테마파크,경기 안양시 만안구 안양로304번길 23,20240131
경기 안양시,49476,[경기 안양] 타요키즈카페 안양평촌역점,경기 안양시 동안구 시민대로327번길 6,20240131
경기 안양시,57166,[경기 안양] VR GO : VR 테마파크 (야놀자 장마데이트 기획전★),경기 안양시 만안구 안양로304번길 23,20240131
경기 안양시,62669,[경기 안양] 리프패럿 앵무새 키즈카페 안양점,경기 안양시 동안구 경수대로 813,20240131
경기 안양시,64447,[경기 안양] 미스터힐링 힐링카페 평촌범계역점,경기 안양시 동안구 시민대로 180,20240131
경기 양주시,41432,[경기 양주] 송추 스포지움 별빛마을&눈얼음 축제,경기 양주시 장흥면 호국로 542-20,20240131
경기 양주시,49443,[경기 양주] 뽀로로파크 이마트 양주점,경기 양주시 평화로 1713,20240131
경기 양주시,49478,[경기 양주] 양주 눈꽃축제 : 이색축제,경기 양주시 장흥면 권율로 594,20240131
경기 양평군,37408,[경기 양평] 두메향기,경기 양평군 양서면 목왕리 87,20240131
경기 양평군,43699,[경기 양평] 두메향기 4월,경기 양평군 양서면 목왕리 87,20240131
경기 여주,10016248,[경기 여주] 여주곤충박물관,대한민국 경기도 여주시 능현동 162,20240131
경기 여주,10020667,[경기 여주] 루덴시아 입장권,대한민국 경기도 여주시 산북면 후리 51,20240131
경기 여주,10035338,[경기 여주] 썬밸리워터파크 준성수기 (8/21~8/27),대한민국 경기도 여주시 강변유원지길 45,20240131
경기 오산,10032287,[경기 오산] 오마이주 키즈파크,대한민국 경기도 오산시 경기대로658번길 89,20240131
경기 오산시,37961,[경기 오산] 오마이쥬,경기 오산시 외삼미동 328-2,20240131
경기 오산시,38176,[경기 오산] 동물의 숲,경기 오산시 서랑동 97,20240131
경기 오산시,44833,[경기 오산] 오마이쥬 ★핫딜,경기 오산시 외삼미동 328-2,20240131
경기 오산시,44881,[경기 오산] 오마이쥬,경기 오산시 외삼미동 328-2,20240131
경기 오산시,48620,[경기 오산] 오마이주 : 동물체험테마파크,경기 오산시 경기대로632번길 90,20240131
경기 오산시,55644,[경기 오산] 리프패럿 앵무새 키즈카페 경기오산점,경기 오산시 내삼미로 83,20240131
경기 용인,42765,[경기 용인] EBS 캠스토리 봄체험 키즈카페,,20240131
경기 용인,10008106,[경기 용인] 얼리버드 에버랜드 종일이용권 (3/1~3/31),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,20240131
경기 용인,10010140,[경기 용인] 로만바스 평일 온천 이용권,대한민국 경기도 용인시 처인구,20240131
경기 용인,10010826,[경기 용인] 에버랜드 종일이용권 선물하기(~23/8/31),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,20240131
경기 용인,10012696,[경기 용인] 에버랜드 종일이용권 (방문날짜지정) (4/1~4/30),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,20240131
경기 용인,10012883,[경기 용인] 에버랜드 오후이용권 (방문날짜지정) (4/1~4/30),대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,20240131
경기 용인,10013367,"[경기 용인] 에버랜드 화,수,목 종일권 (방문날짜지정) (~6/8)",대한민국 경기도 용인시 처인구 포곡읍 에버랜드로 199,20240131
경기 용인,10016208,[경기 용인] 한국민속촌 한복대여 한복남,대한민국 경기도 용인시 기흥구 민속촌로 90,20240131
경기 용인,10016630,[경기 용인] 볼베어파크 스포츠 테마파크 기흥점,대한민국 경기도 용인시 기흥구 신고매로 59,20240131
경기 용인,10030159,[경기 용인] 색놀이터 죽전점,대한민국 경기도 용인시 수지구 대지로 58,20240131
경기 용인,10033093,[경기 용인] 바운스 트램폴린 죽전센터/키즈카페(7/21~),대한민국 경기도 용인시 처인구 모현읍 오산로13번길 46,20240131
경기 용인,10037955,[경기 용인] 바운스 트램폴린 죽전센터/키즈카페(8/16~),대한민국 경기도 용인시 처인구 모현읍 오산로13번길 46,20240131
경기 용인,10051608,[경기 용인] 점핑파크 죽전점,대한민국 경기도 용인시 수지구 대지로 58,20240131
경기 용인,10058617,[경기 용인] 하이브 패밀리 테마파크 이용권 (~1/31),대한민국 용인시,20240131
경기 용인,10074931,[경기 용인] 하이브 패밀리 테마파크 이용권 (~4/30),대한민국 용인시,20240131
경기 용인시,39314,[경기 용인] 캠프VR 용인점,경기 용인시 처인구 금령로 86,20240131
경기 용인시,39738,[경기 용인] 캠프VR 용인점,경기 용인시 처인구 금령로 86,20240131
경기 용인시,41996,[경기 용인] 미스터힐링 용인 4개지점,경기 용인시 기흥구 흥덕1로 13,20240131
경기 용인시,42035,[경기 용인] 하이온VR 기흥점,경기 용인시 기흥구 구갈동 227-26,20240131
경기 용인시,45703,[4개 지점] 키즈파크 너티차일드 초특가 입장권 6월,경기 용인시 기흥구 구성로 357,20240131
경기 용인시,48343,[경기 용인] 캠프VR 용인점,경기 용인시 처인구 금령로 86,20240131
경기 용인시,48629,[경기 용인] 타카 플레이 카페 동백점,경기 용인시 기흥구 동백중앙로 283,20240131
경기 용인시,50512,[경기 용인] 캠프VR 용인점,경기 용인시 처인구 금령로 86,20240131
경기 용인시,54808,[경기 용인] 곤충파충류체험전,경기 용인시 기흥구 신고매로 59,20240131
경기 용인시,56881,[경기 용인] 한복대여 한복남 민속촌점,경기 용인시 기흥구 민속촌로 90,20240131
경기 용인시,63146,[경기 용인] 액트몬 용인,경기 용인시 기흥구 고매동 266-3,20240131
경기 용인시,64487,[경기] 힐링카페&데이트힐링 미스터힐링 신갈오토허브점,경기 용인시 기흥구 중부대로 242-1,20240131
경기 용인시,64498,[경기 용인] 미스터힐링 용인죽전점,경기 용인시 기흥구 죽전로 29,20240131
경기 용인시,64513,[경기] 힐링카페&데이트 미스터힐링 용인동백점,경기 용인시 기흥구 동백중앙로 283,20240131
경기 의왕,10029391,[경기 의왕] 바운스 어드벤처 트램폴린 의왕센터/키즈카페,대한민국 경기도 의왕시 학의동 1039,20240131
경기 의왕,10033091,[경기 의왕] 바운스 어드벤처 트램폴린 의왕센터/키즈카페(7/21~),대한민국 경기도 의왕시 학의동 1039,20240131
경기 의왕,10037970,[경기 의왕] 바운스 어드벤처 트램폴린 의왕센터/키즈카페(8/16~),대한민국 경기도 의왕시 학의동 1039,20240131
경기 의정부,10032326,[경기 의정부] 어린이 양치학교 치카치카,대한민국 경기도 의정부시 태평로 113,20240131
경기 의정부시,37298,[경기 의정부] 아이존팝 : 이색테마파크,경기 의정부시 평화로536번길 5,20240131
경기 의정부시,38943,[경기 의정부] 어린이 양치학교 치카치카,경기 의정부시 동일로 113,20240131
경기 의정부시,41997,[경기 의정부] 미스터힐링 : 힐링카페,경기 의정부시 태평로73번길 52,20240131
경기 의정부시,46026,[경기 의정부] VR스퀘어 : VR체험,경기 의정부시 행복로 16,20240131
경기 의정부시,47158,[경기 의정부] 양치학교 치카치카 : 키즈체험,경기 의정부시 동일로 113,20240131
경기 의정부시,49456,[경기 의정부] 타요키즈카페 의정부민락점,경기 의정부시 오목로225번길 140,20240131
경기 이천,10039891,[경기 이천] 노리디지털키즈카페 이천 안흥점,대한민국 경기도 이천시 구만리로 191,20240131
경기 이천,10044346,[경기 이천] 노리디지털키즈카페 이천 안흥점,대한민국 경기도 이천시 구만리로 191,20240131
경기 이천시,39110,[경기 이천] 미란다 잼글 : 실내키즈체험,경기 이천시 중리천로115번길 45,20240131
경기 이천시,41635,[경기 이천] 플레이즈파크,경기 이천시 부발읍 황무로1965번길 110,20240131
경기 이천시,41999,[경기 이천] 미스터힐링 이천중앙점★황금연휴,경기 이천시 서희로 57,20240131
경기 이천시,44105,[경기 이천] 파밀리에 승마장 승마체험,경기 이천시 설성면 설성로181번길 30,20240131
경기 이천시,50481,[경기 이천] 노리디지털 키즈카페 안흥점,경기 이천시 구만리로 191,20240131
경기 이천시,55122,[경기 일산] 타카 플레이 카페 마장휴게소점,경기 이천시 마장면 중부고속도로 82,20240131
경기 일산,10027438,[경기 일산] 원마운트 넷마블 월드 오픈 얼리버드 특가,대한민국 경기도 고양시 일산서구 한류월드로 300 2f,20240131
경기 파주,10010386,[경기 파주] 사파리체험테마파크 이용권 (~5/31),대한민국 경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주,10010440,[경기 파주] 파주 쥬라리움 입장권,대한민국 경기도 파주시 탄현면 새오리로 69,20240131
경기 파주,10021604,[경기 파주] 헤이리 아지동 플레이 키즈카페,대한민국 경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주,10065183,[경기 파주] 사파리체험테마파크 이용권 (~3/31),대한민국 경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,32632,[경기 파주] 헤이리 쿠키야 노올자,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,32719,[경기 파주] 헤이리 피자야 노올자,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,40233,[경기 파주] 헤이리 예술아 노올자,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,40235,[경기 파주] 헤이리 공룡탐험대,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,48889,[파주 헤이리] 키즈테마카페+박물관 : 이색키즈테마파크,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,48919,[파주 헤이리] 아지동 키즈카페+북카페_겨울이벤트,경기 파주시 탄현면 헤이리마을길 93-75,20240131
경기 파주시,49457,[경기 파주] 타요키즈카페 파주운정점,경기 파주시 미래로 369-21,20240131
경기 파주시,76733,[파주] 마장두레마을 에어바운스 놀이터 (평상 취사가능),경기 파주시 광탄면 마장리 424,20240131
경기 평택시,41488,[경기 평택] 코코몽 키즈랜드 평택점 1월,경기 평택시 비전2동 830,20240131
경기 평택시,42030,[경기 평택] 미스터힐링 : 힐링카페,경기 평택시 평남로 862,20240131
경기 평택시,42328,[경기 평택] 코코몽 키즈랜드 평택점,경기 평택시 비전2동 830,20240131
경기 평택시,44064,[경기 평택] 코코몽 키즈랜드 평택점 5월,경기 평택시 비전2동 830,20240131
경기 평택시,45192,[경기 평택] 코코몽 키즈랜드 평택점 5월,경기 평택시 비전2동 830,20240131
경기 평택시,45826,[경기 평택] 코코몽 키즈랜드 평택점 6월,경기 평택시 비전2동 830,20240131
경기 평택시,51871,[경기 평택] 실내 게임존 핑크타이거,경기 평택시 비전5로 20-52,20240131
경기 포천,10001316,[경기 포천] 곤충테마여행,대한민국 경기도 포천시 가산면 시우동2길,20240131
경기 포천,10008635,[경기 포천] 곤충테마여행,대한민국 경기도 포천시 가산면 시우동2길,20240131
경기 포천,10014629,[경기 포천] 허브아일랜드 입장권 (~4.30),대한민국 경기도 포천시 신북면 삼정리 389,20240131
경기 포천,10025156,[경기 포천] 허브아일랜드 입장권 (6.1~7.31),대한민국 경기도 포천시 신북면 삼정리 389,20240131
경기 포천,10034701,[경기 포천] 산사원 입장권,대한민국 경기도 포천시 화현면 화동로432번길 25,20240131
경기 하남,10010459,[경기 하남] 하남 쥬라리움 입장권,대한민국 경기도 하남시 미사대로 410,20240131
경기 하남,10025269,[경기 하남] 지니아이 키즈카페 특가할인,대한민국 경기도 하남시 미사강변동로 95,20240131
경기 하남,10026275,[경기 하남] 바운스 슈퍼파크 하남센터/키즈카페,대한민국 경기도 하남시 미사강변한강로 135,20240131
경기 하남,10032730,[경기 하남] 지니아이 키즈카페,대한민국 경기도 하남시 미사강변동로 95,20240131
경기 하남,10033095,[경기 하남] 바운스 슈퍼파크 하남센터/키즈카페(7/21~),대한민국 경기도 하남시 미사강변한강로 135,20240131
경기 하남,10038753,[경기 하남] (특가할인) 지니아이 키즈카페,대한민국 경기도 하남시 미사강변동로 95,20240131
경기 하남시,48606,[경기 하남] 타카 플레이 : 슬라임카페,경기 하남시 하남대로 747,20240131
경기 하남시,48607,[인천 남동] 타카 플레이 카페 CGV 인천점,경기 하남시 하남대로 747,20240131
경기 하남시,48619,[경기 용인] 타카 플레이 : 슬라임체험,경기 하남시 하남대로 747,20240131
경기 화성,10010454,[경기 화성] 동탄 쥬라리움 입장권,대한민국 경기도 화성시 방 교동 780-2,20240131
경기 화성시,38447,[경기 병점] VR존 : 병점점,경기 화성시 병점1로 218,20240131
경기 화성시,42038,[경기 화성] 미스터힐링 동탄역점,경기 화성시 동탄순환대로 706,20240131
경기 화성시,44721,[경기 화성] 히어로 플레이파크 동탄점♡,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,46349,[경기 화성] 애니랜드 야외수영장 PKG,경기 화성시 송산면 지화리 산 69-2,20240131
경기 화성시,48627,[경기 화성] 타카 플레이 : 슬라임체험,경기 화성시 경기대로 985,20240131
경기 화성시,48641,[경기 화성] 히어로 키즈파크 동탄점,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,49220,[경기 화성] 히어로 : 키즈파크,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,49455,[경기 화성] 타요키즈카페 동탄점,경기 화성시 동탄지성로 11,20240131
경기 화성시,49480,[경기 화성] 타요키즈카페 동탄2신도시점,경기 화성시 동탄대로 489,20240131
경기 화성시,49481,[경기 평택] 타요키즈카페 평택소사벌점,경기 화성시 동탄대로 489,20240131
경기 화성시,50527,[경기 화성] 히어로키즈파크 동탄점 1월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,51850,[경기 화성] 히어로키즈파크 동탄점 2월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,52064,[경기 화성] 디엘프렌즈 키즈카페 동탄청계점,경기 화성시 동탄대로시범길 134,20240131
경기 화성시,52522,[경기 화성] 히어로키즈파크 동탄점 3월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,53933,[경기 화성] 히어로키즈파크 동탄점 4월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,55115,[경기 화성] 히어로키즈파크 동탄점 5월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,56575,[경기 동탄] 히어로키즈파크 동탄점 6월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,58064,[경기 화성] 히어로키즈파크 동탄점 7월,경기 화성시 동탄광역환승로 73,20240131
경기 화성시,60122,[경기 화성] 히어로키즈파크 동탄점 (~10/31),경기 화성시 동탄광역환승로 73,20240131
경기 화성시,62451,[경기 화성] 히어로키즈파크 동탄점 (~12/31),경기 화성시 동탄광역환승로 73,20240131
경기 화성시,64515,[경기 화성] 미스터힐링 동탄역점,경기 화성시 동탄대로 537,20240131
경기/안산,10060374,[경기/안산] 타요키즈카페 안산고잔점,대한민국 경기도 안산시 단원구 광덕대로 175,20240131
경기/일산,10060401,[경기/일산] 타요키즈카페 일산주엽점,대한민국 경기도 고양시 일산서구 중앙로 1496,20240131
경기도,10071023,[경기도] 하남 캣플 고양이 테마파크 입장권,대한민국 경기도 하남시 감일중앙로,20240131
경기도 가평군,91225,[가평] 양떼목장 입장권,경기도 가평군 설악면 유명로 1209,20240131
경기도 고양시,73886,[전국] 펀토리하우스 5개점,경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,74375,[전국] 펀토리하우스 5개점,경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,75469,[전국] 펀토리하우스 5개점 9월,경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,78139,[전국] 챔피언 키즈카페 10개점(-12/31),경기도 고양시 덕양구 고양대로 1955,20240131
경기도 고양시,78141,[전국] 펀토리하우스 5개점 (~11/30),경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,78699,[★] 챔피언 키즈카페 5개점,경기도 고양시 덕양구 고양대로 1955,20240131
경기도 고양시,79481,[전국] 펀토리하우스 5개점 (~1/31),경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,79649,[경기 일산] 타요키즈카페 일산주엽점,경기도 고양시 일산서구 중앙로 1496,20240131
경기도 고양시,79785,[★] 타요키즈카페 일산주엽점,경기도 고양시 일산서구 중앙로 1496,20240131
경기도 고양시,80236,[전국] 챔피언 키즈카페 10개점 (-2/28),경기도 고양시 덕양구 고양대로 1955,20240131
경기도 고양시,81080,[전국] 펀토리하우스 5개점 (~2/28),경기도 고양시 덕양구 동송로 70,20240131
경기도 고양시,85634,[일산] 킨텍스 상상체험 키즈월드,경기도 고양시 일산서구 킨텍스로 217-59,20240131
경기도 고양시,85833,[일산] 킨텍스 상상체험 키즈월드,경기도 고양시 일산서구 킨텍스로 217-59,20240131
경기도 고양시,89970,[경기 고양] 키즈66 드라이빙센터,경기도 고양시 덕양구 꽃내음1길 188,20240131
경기도 과천시,81568,[과천] 서울대공원 동물원 (~5/31),경기도 과천시 대공원광장로 102,20240131
경기도 김포시,85633,[김포] 오키드 키즈카페 (이용 1시간전 구매 필수),경기도 김포시 대곶면 대명항1로 52 가동 2층,20240131
경기도 남양주시,82617,[경기 남양주] 플레이킹덤 키즈카페,경기도 남양주시 와부읍 경강로849번길 97-27,20240131
경기도 부천시,74111,[경기 부천] 부천 디지털 키즈카페 플랜디 (~8/31),경기도 부천시 조마루로 2,20240131
경기도 부천시,75125,[경기] 부천 디지털 키즈카페 플랜디(~10/31),경기도 부천시 조마루로 2,20240131
경기도 부천시,77664,[경기 부천] 플랜디 키즈카페(~12/31),경기도 부천시 조마루로 2,20240131
경기도 부천시,80120,"[경기 부천] 디지털 키즈카페 플랜디 (~2/28, 금/토/일 한정)",경기도 부천시 조마루로 2,20240131
경기도 부천시,81576,[경기 부천] 디지털 키즈카페 플랜디 (~22/04/30),경기도 부천시 조마루로 2,20240131
경기도 부천시,84265,[경기 부천] 플랜디키즈카페 (~5/31),경기도 부천시 조마루로 2,20240131
경기도 수원시,68667,[경기 수원] 놀숲 수원역점 ★ 프리미엄 만화카페,경기도 수원시 팔달구 덕영대로 909,20240131
경기도 수원시,80653,[경기 수원] 위더스D파크(~2/28),경기도 수원시 권선구 장다리로 131,20240131
경기도 수원시,81055,[전국] 플레이맘 키즈카페 6개점,경기도 수원시 장안구 광교산로 160,20240131
경기도 수원시,81544,[전국] 펀토리하우스 3개점 (~4/30),경기도 수원시 영통구 광교호수공원로 320,20240131
경기도 수원시,82041,[경기 수원] 위더스D파크(~4/30),경기도 수원시 권선구 장다리로 131,20240131
경기도 수원시,83890,[전국] 펀토리하우스 3개점 (~6/30),경기도 수원시 영통구 광교호수공원로 320,20240131
경기도 수원시,84268,[경기 수원] 위더스D파크 (~6/30),경기도 수원시 권선구 장다리로 131,20240131
경기도 수원시,86654,[전국] 펀토리하우스 3개점 (~9/30),경기도 수원시 영통구 광교호수공원로 320,20240131
경기도 수원시,89516,[전국] 펀토리하우스,경기도 수원시 영통구 광교호수공원로 320,20240131
경기도 수원시,89681,[경기 수원] 슈퍼윙스 키즈카페 수원영통점,경기도 수원시 영통구 봉영로 1579,20240131
경기도 수원시,89926,[경기 수원] 위더스D파크,경기도 수원시 권선구 장다리로 131,20240131
경기도 수원시,89964,[경기/서울] 테이크파이브,경기도 수원시 영통구 광교로 191,20240131
경기도 수원시,92009,[전국] 펀토리하우스,경기도 수원시 영통구 광교호수공원로 320,20240131
경기도 시흥시,68861,[경기 시흥] 오이도어촌체험마을 갯벌체험,경기도 시흥시 오이도로 156,20240131
경기도 시흥시,89772,[시흥] 다이나믹온 시흥플랑드르,경기도 시흥시 장현능곡로 155,20240131
경기도 안산시,68415,[경기 안산] 종현어촌체험마을 갯벌체험,경기도 안산시 단원구 구봉길 240,20240131
경기도 안산시,68504,[경기 안산] 선감어촌체험마을 갯벌체험,경기도 안산시 단원구 개건너길 78,20240131
경기도 안산시,86132,[경기 안산] 종현어촌체험마을 갯벌체험,경기도 안산시 단원구 구봉길 240,20240131
경기도 안성시,89060,[경기] 안성 배꽃길 61 배따기 체험&만들기 체험,경기도 안성시 대덕면 배꽃길 61,20240131
경기도 안성시,91075,[경기] 안성 배꽃길 61 윈터갤러리/ 스모어바/ 만들기 체험,경기도 안성시 대덕면 배꽃길 61,20240131
경기도 안양시,89679,[경기 안양] 슈퍼윙스 키즈카페 안양점,경기도 안양시 동안구 관악대로 103,20240131
경기도 오산시,52985,[경기 오산] 오마이주 : 동물체험테마파크,경기도 오산시 경기대로632번길 89,20240131
경기도 오산시,74127,[경기 오산] 오산 버드파크,경기도 오산시 성호대로 141,20240131
경기도 오산시,75834,[경기 오산] 오산 버드파크 (~10/31),경기도 오산시 성호대로 141,20240131
경기도 오산시,77887,[경기 오산] 오산 버드파크 (~12/31),경기도 오산시 성호대로 141,20240131
경기도 오산시,86691,[경기 오산] 오마이주 키즈파크,경기도 오산시 경기대로632번길 89,20240131
경기도 용인시,82649,[경기 용인] 액트몬 용인,경기도 용인시 기흥구 신고매로 59,20240131
경기도 용인시,87558,[경기 용인] 민속촌 한복대여 한복남,경기도 용인시 기흥구 민속촌로 90,20240131
경기도 의정부시,68487,[경기 의정부] 어린이 양치학교 치카치카,"경기도 의정부시 동일로 113, 가동, 나동",20240131
경기도 의정부시,91061,[의정부] 하랑 키즈카페,경기도 의정부시 회룡로105번길 15,20240131
경기도 이천시,46382,[경기 이천] 플레이즈파크 : 키즈테마파크,경기도 이천시 황무로1965번길 110,20240131
경기도 이천시,87873,[이천] 파밀리에 승마장 승마체험,경기도 이천시 설성면 설성로181번길 30,20240131
경기도 파주시,81565,[경기 파주] 헤이리 아지동 플레이 키즈카페,경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기도 파주시,81572,[경기 파주] 헤이리 아지동 키즈카페+북카페 종일권,경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기도 파주시,92170,[킹특가] [경기 파주] 헤이리 아지동 플레이 키즈카페,경기도 파주시 탄현면 헤이리마을길 93-75,20240131
경기도 평택시,68417,[평택] 캐니언VR,경기도 평택시 비전5로 10,20240131
경기도 평택시,68419,[평택] 캐니언아트,경기도 평택시 비전5로 10,20240131
경기도 하남시,49452,[경기 하남] 타요키즈카페 하남 풍산점,경기도 하남시 덕풍동 744-1,20240131
경기도 하남시,76675,[경기 하남] 프라이빗 실내 배드민턴 레슨 하남미사점,"경기도 하남시 미사강변한강로 279, 3층 08호",20240131
경기도 하남시,89952,[경기 하남] 지니아이 키즈카페,경기도 하남시 미사강변동로 95,20240131
경기도 화성시,68511,[경기 화성] 전곡리어촌체험마을 갯고동잡이 체험,경기도 화성시 서신면 전곡항로 15,20240131
경기도 화성시,68869,[경기 화성] 제부리어촌체험마을 바지락 캐기 체험패키지,경기도 화성시 서신면 해안길 421-12,20240131
경기도 화성시,82534,[경기 화성] 동탄 디스커버리 네이처스케이프,경기도 화성시 동탄대로5길 21,20240131
경기도 화성시,83590,[경기 화성] 동탄 디스커버리 네이처스케이프,경기도 화성시 동탄대로5길 21,20240131
경기도 화성시,87561,[경기 화성] 동탄 디스커버리 네이처스케이프,경기도 화성시 동탄대로5길 21,20240131
경기도 화성시,87562,[경기 화성] 동탄 디스커버리 네이처스케이프 (썸머패키지),경기도 화성시 동탄대로5길 21,20240131
경기투어패스 단독상품,10053780,[경기투어패스 단독상품] 산속애 알파카&유산양,대한민국 경기도 여주시 북내면 상교3길,20240131
경남,10028725,[경남] 미스터힐링 진주점,대한민국 경상남도 진주시 진양호로531번길 10,20240131
경남 거제,10026082,[경남 거제] 바운스 트램폴린 거제센터/키즈카페,대한민국 경상남도 거제시 장목면 거제북로 2501-40,20240131
경남 거제,10033040,[경남 거제] 바운스 트램폴린 거제센터/키즈카페(7/21~),대한민국 경상남도 거제시 장목면 거제북로 2501-40,20240131
경남 거제시,42169,[경남 거제] 미스터힐링 거제고현점,경남 거제시 거제중앙로 1925,20240131
경남 거제시,49447,[경남 거제] 뽀로로파크 디큐브백화점 거제점,경남 거제시 장평로 12,20240131
경남 거제시,49792,[경남 거제] 리프패럿 : 이색키즈카페,경남 거제시 장평로 69-6,20240131
경남 거제시,49794,[경남 거제] 리프패럿 앵무새 키즈카페 상동점,경남 거제시 상동5길 25,20240131
경남 거제시,64510,[경상] 힐링카페&데이트 미스터힐링 거제고현점,경남 거제시 거제중앙로 1925,20240131
경남 김해시,42185,[경남 김해] 미스터힐링 김해내외동점,경남 김해시 경원로55번길 2,20240131
경남 김해시,49787,[경남 김해] 리프패럿 앵무새 키즈카페 김해장유점,경남 김해시 대청로104번길 59-1,20240131
경남 김해시,49789,[경남 김해] 리프패럿 앵무새 키즈카페 김해율하점,경남 김해시 율하2로222번길 2-21,20240131
경남 김해시,49791,[경남 김해] 리프패럿 앵무새 키즈카페 삼계점,경남 김해시 삼계중앙로5번길 1-18,20240131
경남 김해시,49795,[경남 김해] 리프패럿 앵무새 키즈카페 김해 진영점,경남 김해시 진영읍 진산대로26번길 16-18,20240131
경남 김해시,64490,[경상] 힐링카페&데이트 미스터힐링 김해내외동점,경남 김해시 경원로55번길 2,20240131
경남 남해,10032295,[경남 남해] 원예예술촌,대한민국 경상남도 남해군 삼동면 예술길 39,20240131
경남 밀양,10030262,[경남 밀양] 삼량진 트윈터널 입장권+달고나체험+아이스크림pkg,대한민국 경상남도 밀양시 삼랑진읍 삼랑진로 537-11,20240131
경남 양산시,48644,[경남 양산] 양산 히어로 스포츠파크점,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,48658,[경남 양산] 리틀히어로ZOO 양산점,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,49218,[기타밴더] 리틀히어로ZOO : 동물체험박물관,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,50523,[경남 양산] 리틀히어로ZOO 양산점 1월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,50524,[경남 양산] 히어로스포츠파크 1월,경남 양산시 물금읍 범구로 14,20240131
경남 양산시,51834,[경남 양산] 잭슨나인스 키즈카페 양산점,경남 양산시 물금읍 증산역로 177,20240131
