AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
서울 송파구,70222,[★특가] 키자니아 서울/부산 어린이 체험테마파크,서울 송파구 올림픽로 240,20240131
서울 송파구,70980,키자니아 서울/부산 어린이 체험테마파크 (7월),서울 송파구 올림픽로 240,20240131
서울 송파구,72709,[전국] 9개점 코코몽키즈랜드 키즈카페 7월,서울 송파구 충민로 66,20240131
서울 송파구,73219,[서울/부산] 키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,74272,키자니아 서울/부산 어린이 체험테마파크 (8월),서울 송파구 올림픽로 240,20240131
서울 송파구,74292,[전국] 9개점 코코몽키즈랜드 키즈카페 8월,서울 송파구 충민로 66,20240131
서울 송파구,74540,[특가] 키자니아 서울/부산 어린이 체험테마파크 (8월),서울 송파구 올림픽로 240,20240131
서울 송파구,75302,[특가] 키자니아 서울/부산 어린이 체험테마파크 (8월),서울 송파구 올림픽로 240,20240131
서울 송파구,75307,[서울/부산] 키자니아 어린이 체험테마파크 (9월),서울 송파구 올림픽로 240,20240131
서울 송파구,75414,[전국] 8개점 코코몽키즈랜드 키즈카페 9월,서울 송파구 충민로 66,20240131
서울 송파구,75609,[서울/부산] 키자니아 The BLACK/BLUE 멤버십 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,76234,[서울/부산] 키자니아 The BLACK/BLUE 멤버십 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,76515,[서울/부산] 키자니아 어린이 체험테마파크 1+1 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,76692,[전국] 9개점 코코몽키즈랜드 키즈카페 10월,서울 송파구 충민로 66,20240131
서울 송파구,76717,[서울/부산] 키자니아 어린이 체험테마파크 10월,서울 송파구 올림픽로 240,20240131
서울 송파구,76900,[서울/부산] 키자니아 어린이 체험테마파크 10월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,76908,[서울/부산] 키자니아 The BLACK/BLUE 멤버십 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,77699,[서울/부산] 키자니아 어린이 체험테마파크 10월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,77703,[서울/부산] 키자니아 어린이 체험테마파크 11월,서울 송파구 올림픽로 240,20240131
서울 송파구,78089,[전국] 9개점 코코몽키즈랜드 키즈카페 11월,서울 송파구 충민로 66,20240131
서울 송파구,78295,[특가★][서울/부산] 키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,78486,[서울/부산] 키자니아 어린이 체험테마파크 11월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,78697,[★] 전국 코코몽키즈랜드 키즈카페 8개점,서울 송파구 충민로 66,20240131
서울 송파구,78700,[★] 전국 슈퍼윙스 키즈카페 8개점,서울 송파구 올림픽로 240,20240131
서울 송파구,78934,[서울/부산] 키자니아 어린이 체험테마파크 11월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,79397,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,79405,[서울/부산] 키자니아 어린이 체험테마파크 12월,서울 송파구 올림픽로 240,20240131
서울 송파구,79410,[전국] 9개점 코코몽키즈랜드 키즈카페 12월,서울 송파구 충민로 66,20240131
서울 송파구,79415,[★] 전국 코코몽키즈랜드 키즈카페 8개점 12월,서울 송파구 충민로 66,20240131
서울 송파구,79596,[서울/부산] 키자니아 어린이 체험테마파크 12월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,80186,[서울/부산] 키자니아 어린이 체험테마파크 12월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,80220,[전국] 9개점 코코몽키즈랜드 키즈카페 1월,서울 송파구 충민로 66,20240131
서울 송파구,80324,[서울/부산] 키자니아 어린이 체험테마파크 1월 상시,서울 송파구 올림픽로 240,20240131
서울 송파구,80336,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,80741,[서울/부산] 키자니아 어린이 체험테마파크 1월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,81035,[전국] 9개점 코코몽키즈랜드 키즈카페 2월,서울 송파구 충민로 66,20240131
서울 송파구,81040,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,81078,[서울/부산] 키자니아 어린이 체험테마파크 2월 상시,서울 송파구 올림픽로 240,20240131
서울 송파구,81205,[서울/부산] 키자니아 어린이 체험테마파크 2월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,81216,[서울/부산] 키자니아 어린이 체험테마파크 2월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,81584,[서울/부산] 키자니아 어린이 체험테마파크 3월 상시,서울 송파구 올림픽로 240,20240131
서울 송파구,81741,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,81744,[전국] 9개점 코코몽키즈랜드 키즈카페 3월,서울 송파구 충민로 66,20240131
서울 송파구,82569,[서울/부산] 키자니아 어린이 체험테마파크 3월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,83134,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,83144,[서울/부산] 키자니아 어린이 체험테마파크 4월 상시,서울 송파구 올림픽로 240,20240131
서울 송파구,83195,[전국] 9개점 코코몽키즈랜드 키즈카페 4월,서울 송파구 충민로 66,20240131
서울 송파구,83378,[서울/부산] 키자니아 어린이 체험테마파크 4월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,83769,[야놀자라이브★] 키자니아 서울/부산 어린이 체험테마파크,서울 송파구 올림픽로 240,20240131
서울 송파구,83854,[서울/부산] 키자니아 어린이 체험테마파크 5월 상시,서울 송파구 올림픽로 240,20240131
서울 송파구,84081,[전국] 9개점 코코몽키즈랜드 키즈카페 5월,서울 송파구 충민로 66,20240131
서울 송파구,84612,[서울/부산] 키자니아 어린이 체험테마파크 5월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,84644,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,85106,[서울/부산] 키자니아 서울/부산 이용권 6월,서울 송파구 올림픽로 240,20240131
서울 송파구,85288,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십,서울 송파구 올림픽로 240,20240131
서울 송파구,85550,[서울/부산] 키자니아 서울/부산 이용권 6월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,85551,[서울/부산] 키자니아 서울/부산 이용권 6월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,85996,[서울/부산] 키자니아 서울/부산 이용권 7월,서울 송파구 올림픽로 240,20240131
서울 송파구,86725,[서울/부산] 키자니아 서울/부산 이용권 7월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,86730,[서울/부산] 키자니아 서울/부산 이용권 7월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,87675,[서울/부산] 키자니아 서울/부산 이용권 8월,서울 송파구 올림픽로 240,20240131
서울 송파구,87923,[서울/부산] 키자니아 서울/부산 이용권 8월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,88087,[서울/부산] 키자니아 서울/부산 이용권 특가(~9/30),서울 송파구 올림픽로 240,20240131
서울 송파구,88655,[서울/부산] 키자니아 서울/부산 이용권 특가(~9/30),서울 송파구 올림픽로 240,20240131
서울 송파구,88660,[서울/부산] 키자니아 서울/부산 이용권 9월,서울 송파구 올림픽로 240,20240131
서울 송파구,89387,[서울/부산] 키자니아 서울/부산 이용권 10월,서울 송파구 올림픽로 240,20240131
서울 송파구,89474,[서울/부산] 키자니아 서울/부산 이용권 10월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,90086,[서울/부산] 키자니아 서울/부산 이용권 11월,서울 송파구 올림픽로 240,20240131
서울 송파구,90428,[서울/부산] 키자니아 서울/부산 이용권 11월 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,91233,[서울/부산] 키자니아 서울/부산 이용권 12월,서울 송파구 올림픽로 240,20240131
서울 송파구,91346,[서울/부산] 키자니아 서울/부산 이용권 12월 특가,서울 송파구 올림픽로 240,20240131
서울 양천구,32624,[서울 강서] 캔들&프리저브드 플라워 스튜디오,서울 양천구 목동로21길 2-1,20240131
서울 영등포,10007148,[서울 영등포] 방탈출 카페 : 탈출 브라더스 영등포점,대한민국 서울특별시 영등포구 영중로4길 25-1,20240131
서울 영등포,10010224,[서울 영등포] 씨랄라워터파크,대한민국 서울특별시 영등포구 문래로 164,20240131
서울 영등포,10028250,[서울 영등포] 미스터힐링 롯데시네마 영등포점,대한민국 서울특별시 영등포구 경인로 846,20240131
서울 영등포,10029864,[서울 영등포] 씨랄라워터파크,대한민국 서울특별시 영등포구 문래로 164,20240131
서울 영등포구,36067,[서울 여의도] 다타텐트,서울 영등포구 여의도동 21-3,20240131
서울 영등포구,37543,[서울 여의도] K-STAR VR 체험 이용권,서울 영등포구 여의공원로 13,20240131
서울 영등포구,41881,[서울 영등포] 미스터힐링 롯데시네마 영등포점 : 힐링카페,서울 영등포구 경인로102길 13,20240131
서울 영등포구,46839,[서울 영등포] 힐링카페&데이트 미스터힐링 롯데시네마 영등포점 / 영등포구청역점  야놀자 1+1★,서울 영등포구 경인로102길 13,20240131
서울 영등포구,48630,[서울 영등포] 타카 플레이 : 슬라임 체험,서울 영등포구 영중로 125,20240131
서울 영등포구,64459,[서울 영등포] 힐링카페 미스터힐링 롯데시네마 영등포점,서울 영등포구 경인로102길 13,20240131
서울 용산,10024789,[서울 용산] N서울타워 전망대PKG+더플레이스 다이닝,대한민국 서울특별시 용산구 남산공원길 105,20240131
서울 용산,10028397,[서울 용산] 미스터힐링 숙대입구역점,대한민국 서울특별시 용산구 한강대로 286-2,20240131
서울 용산구,39737,[서울 용산] VR존 : 용산점,서울 용산구 한강대로21나길 17,20240131
서울 용산구,41807,[서울 용산] 미스터힐링 : 힐링카페 숙대입구역점,서울 용산구 한강대로 286-2,20240131
서울 용산구,44066,[서울 용산] 남산타워 한복문화체험관 한복대여/웨딩스냅,서울 용산구 남산공원길 105 남산서울타워 로비층(지하1층),20240131
서울 용산구,44755,[서울 용산] VR zone,서울 용산구 한강대로23길 55,20240131
서울 용산구,46116,[서울 용산] 라이언치즈볼어드벤처,서울 용산구 남산공원길 105,20240131
서울 용산구,47925,[서울 용산]1+1특가★ 라이언치즈볼 어드벤처,서울 용산구 남산공원길 105,20240131
서울 용산구,48666,[서울 용산] 라이언치즈볼 어드벤처 반값 특가 ★,서울 용산구 남산공원길 105,20240131
서울 용산구,64522,[서울 용산] 힐링카페&데이트 미스터힐링 숙대입구역점,서울 용산구 한강대로 286-2,20240131
서울 은평구,41803,[서울 은평] 미스터힐링 : 힐링카페 연신내점,서울 은평구 연서로29길 7-2,20240131
서울 은평구,45579,[서울 은평] 롯데월드 언더씨킹덤,서울 은평구 통일로 1050,20240131
서울 은평구,45679,[서울 은평] CSI VR : 방탈출 카페,서울 은평구 연서로29길 11-9,20240131
서울 은평구,45853,[서울 은평] 롯데월드 언더씨킹덤(6월),서울 은평구 통일로 1050,20240131
서울 은평구,46090,[서울 은평] 롯데월드 언더씨킹덤(6월),서울 은평구 통일로 1050,20240131
서울 은평구,46459,[서울 은평] 롯데월드 언더씨킹덤_8월,서울 은평구 통일로 1050,20240131
서울 은평구,46720,[서울 은평] 롯데월드 언더씨킹덤_9월,서울 은평구 통일로 1050,20240131
서울 은평구,46990,[서울 은평] 롯데월드 언더씨킹덤_10월,서울 은평구 통일로 1050,20240131
서울 은평구,48275,[서울 은평] 롯데월드 언더씨킹덤_11월,서울 은평구 통일로 1050,20240131
서울 은평구,49236,[서울 은평] 언더씨킹덤 : 테마파크,서울 은평구 통일로 1050,20240131
서울 은평구,49469,[서울 은평] 타요키즈카페 은평뉴타운점,서울 은평구 진관2로 12,20240131
서울 은평구,50484,[서울 은평] 롯데월드 언더씨킹덤 : 1월,서울 은평구 통일로 1050,20240131
서울 은평구,51398,[서울 은평] 롯데월드 언더씨킹덤 : 2월,서울 은평구 통일로 1050,20240131
서울 은평구,52316,[[서울 은평] 롯데월드 언더씨킹덤 : 3월,서울 은평구 통일로 1050,20240131
서울 은평구,53579,[서울 은평] 롯데월드 언더씨킹덤 : 4월,서울 은평구 통일로 1050,20240131
서울 은평구,64476,[서울 은평] 힐링카페&데이트 미스터힐링 연신내점,서울 은평구 연서로29길 7-2,20240131
서울 은평구,10034634,[서울 은평구] 방탈출 카페 : 방탈출 미로,대한민국 서울특별시 은평구 연서로29길 16,20240131
서울 잠실,42560,[서울 잠실] 콩 VR 잠실롯데월드몰점,,20240131
